??,??,??????????,?????????????,????????????,?????????,?????????,????????,?????????,???????,????,???????,??????,??????,????
??,????,??,??????,122271,???,???,?????,2022-06-08,17,???,???,20??,???,????
??,????,??,??????,122271,???,???,?????,2022-07-01,14,??????,??????,20??,???,????
??,????,??,??????,122271,???,???,?????,2022-07-04,00,??????,??????,20??,???,????
??,????,??,??????,122271,???,???,?????,2022-07-27,18,???????????????????,??????,20??,???,????
??,????,??,??????,122271,???,???,?????,2022-07-28,17,??????,??????,50??,???,????
??,????,??,??????,122271,???,???,?????,2022-08-10,07,??????,??????,10??,???,????
??,????,??,??????,122271,???,???,?????,2022-08-13,12,??????,??????,20??,???,????
??,????,??,??????,122271,???,???,?????,2022-08-15,12,???,???,20??,???,????
??,????,??,??????,122271,???,???,?????,2022-12-03,09,???,??????,20??,???,????
??,????,??,??????,122271,???,???,?????,2022-12-23,22,???,??????,20??,???,????
??,????,??,??????,122271,???,???,?????,??,??,???????????????????,??????,20??,???,????
??,????,??,??????,122271,???,???,?????,2022-02-28,11,???,???,30??,???,????
??,????,??,??????,122271,???,???,?????,2022-03-30,17,??????????,??????,10??,???,????
??,????,??,??????,122271,???,???,?????,2022-06-02,02,??????????,??????,50??,???,????
??,????,??,??????,122271,???,???,?????,2022-06-21,15,?????,???,10??,???,????
??,????,??,??????,122271,???,???,?????,2022-06-25,16,??????????,??????,40??,???,????
??,????,??,??????,122271,???,???,?????,2022-09-16,22,??????????,???,20??,???,????
??,????,??,??????,122271,???,???,??????,2022-02-23,11,???,???,30??,???,????
??,????,??,??????,122271,???,???,??????,2022-05-13,22,??????????,??????,20??,???,????
??,????,??,??????,122271,???,???,??????,2022-07-10,18,??????,??????,20??,???,????
??,????,??,??????,122271,???,???,??????,2022-10-17,01,???,???,20??,???,????
??,????,??,??????,122271,???,???,??????,2022-12-24,13,???,???,30??,???,????
??,????,??,??????,122271,???,???,??????,2022-04-30,17,??????????,??????,10??,???,????
??,????,??,??????,122271,???,???,??????,2022-06-10,18,???????????????????,??????,20??,???,????
??,????,??,??????,122271,???,???,??????,2022-07-27,08,?????,??????,20??,???,????
??,????,??,??????,122271,???,???,??????,2022-11-03,22,???????????????????,??????,20??,???,????
??,????,??,??????,122271,???,???,??????,2021-12-30,12,??????????,??????,20??,???,????
??,????,??,??????,122271,???,???,??????,2022-02-01,14,??????????,??????,20??,???,????
??,????,??,??????,122271,???,???,??????,2022-04-21,21,???????????????????,??????,40??,???,????
??,????,??,??????,122271,???,???,??????,2022-06-18,18,??????,??????,10??,???,????
??,????,??,??????,122271,???,???,??????,2022-09-30,12,???,???,20??,???,????
??,????,??,??????,122271,???,???,??????,2022-11-05,17,??????????,??????,10??,???,????
??,????,??,??????,122271,???,???,?????,2022-07-03,00,???,??????,10??,???,????
??,????,??,??????,122271,???,???,?????,2022-07-05,14,???,??????,10??,???,????
??,????,??,??????,122271,???,???,?????,2022-12-08,15,???,???,10???,???,????
??,????,??,??????,122271,???,???,?????,??,??,???,???,60-64?,???,????
??,????,??,??????,122271,???,???,?????,2022-01-22,09,???,??????,20??,???,????
??,????,??,??????,122271,???,???,?????,2022-02-06,15,??????????,??????,20??,???,????
??,????,??,??????,122271,???,???,?????,2022-07-20,23,???????????????????,??????,30??,???,????
??,????,??,??????,122271,???,???,?????,2022-08-17,12,??????????,??????,30??,???,????
??,????,??,??????,122271,???,???,?????,2022-01-09,07,??????,??????,10??,???,????
??,????,??,??????,122271,???,???,?????,2022-05-04,08,???,??????,20??,???,????
??,????,??,??????,122271,???,???,?????,2022-05-10,09,???,??????,10??,???,????
??,????,??,??????,122271,???,???,?????,2022-05-10,18,?????,??????,20??,???,????
??,????,??,??????,122271,???,???,?????,2022-07-08,07,??????,??????,10??,???,????
??,????,??,??????,122271,???,???,?????,2022-07-28,18,??????????,??????,50??,???,????
??,????,??,??????,122271,???,???,?????,2022-08-02,12,??????,??????,30??,???,????
??,????,??,??????,122271,???,???,?????,2022-09-04,12,???????????????????,??????,30??,???,????
??,????,??,??????,122271,???,???,?????,2022-09-20,06,???,??????,50??,???,????
??,????,??,??????,122271,???,???,?????,2022-09-30,08,???,??????,30??,???,????
??,????,??,??????,122271,???,???,?????,2022-11-18,16,??????????,??????,10??,???,????
??,????,??,??????,122271,???,???,?????,2022-04-10,04,???,???,50??,???,????
??,????,??,??????,122271,???,???,?????,2022-01-18,13,???????????????????,??????,20??,???,????
??,????,??,??????,122271,???,???,?????,2022-01-30,11,???????????????????,??????,30??,???,????
??,????,??,??????,122271,???,???,?????,2022-09-07,21,??????????,??????,30??,???,????
??,????,??,??????,122271,???,???,?????,2022-10-18,07,???,??????,30??,???,????
??,????,??,??????,122271,???,???,?????,2022-06-04,12,?????,??????,10??,???,????
??,????,??,??????,122271,???,???,?????,2022-07-01,19,???,???,40??,???,????
??,????,??,??????,122271,???,???,?????,2022-02-01,17,???,??????,10??,???,????
??,????,??,??????,122271,???,???,?????,2022-04-20,16,??????????,??????,10???,???,????
??,????,??,??????,122271,???,???,?????,2022-11-19,10,???,???,10??,???,????
??,????,??,??????,122271,???,???,??,2021-10-29,07,???,??????,10??,???,????
??,????,??,??????,122271,???,???,??,2021-12-24,14,???,??????,10??,???,????
??,????,??,??????,122271,???,???,??,2022-01-27,16,???,??????,10??,???,????
??,????,??,??????,122271,???,???,??,2022-02-10,07,??????,??????,10??,???,????
??,????,??,??????,122271,???,???,??,2022-02-12,17,???,??????,10??,???,????
??,????,??,??????,122271,???,???,??,2022-03-14,20,???,??????,10??,???,????
??,????,??,??????,122271,???,???,??,2022-03-21,08,???,??????,10??,???,????
??,????,??,??????,122271,???,???,??,2022-03-28,18,???,??????,10??,???,????
??,????,??,??????,122271,???,???,??,2022-04-08,10,???,??????,10??,???,????
??,????,??,??????,122271,???,???,??,2022-04-21,07,???,??????,10??,???,????
??,????,??,??????,122271,???,???,??,2022-05-25,09,???,??????,40??,???,????
??,????,??,??????,122271,???,???,??,2022-07-10,15,???,??????,10??,???,????
??,????,??,??????,122271,???,???,??,2022-07-18,08,???,???,10??,???,????
??,????,??,??????,122271,???,???,??,2022-07-30,11,???,??????,10??,???,????
??,????,??,??????,122271,???,???,??,2022-07-30,21,???,??????,30??,???,????
??,????,??,??????,122271,???,???,??,2022-08-20,11,??????,??????,20??,???,????
??,????,??,??????,122271,???,???,??,2022-08-21,09,??????,??????,10??,???,????
??,????,??,??????,122271,???,???,??,2022-09-22,07,??????,??????,20??,???,????
??,????,??,??????,122271,???,???,??,2022-10-04,19,???,??????,10??,???,????
??,????,??,??????,122271,???,???,??,2022-10-12,09,???,??????,10??,???,????
??,????,??,??????,122271,???,???,??,2022-10-28,16,???,??????,20??,???,????
??,????,??,??????,122271,???,???,??,2022-11-04,07,???,??????,20??,???,????
??,????,??,??????,122271,???,???,??,2022-11-14,15,???,??????,20??,???,????
??,????,??,??????,122271,???,???,??,2022-12-06,07,???,??????,10??,???,????
??,????,??,??????,122271,???,???,??,2022-12-09,07,???,??????,10??,???,????
??,????,??,??????,122271,???,???,??,2022-12-25,13,???,??????,20??,???,????
??,????,??,??????,122271,???,???,?????,2022-10-30,17,?????,???,70???,???,????
??,????,??,??????,122271,???,???,??????,2022-03-04,12,??????,??????,20??,???,????
??,????,??,??????,122271,???,???,??????,2022-05-26,03,??????????,???,20??,???,????
??,????,??,??????,122271,???,???,??????,2022-07-08,23,??????????,??????,10??,???,????
??,????,??,??????,122271,???,???,??????,2022-08-07,06,???????????????????,???,40??,???,????
??,????,??,??????,122271,???,???,??????,2022-10-04,22,??????????,??????,20??,???,????
??,????,??,??????,122271,???,???,??????,2022-11-09,19,??????????,??????,30??,???,????
??,????,??,??????,122271,???,???,??????,2022-12-26,08,?????,??????,40??,???,????
??,????,??,????????,122076,???,???,??,2022-01-23,13,???????????????????,??????,20??,???,????
??,????,??,????????,122076,???,???,??,2022-02-07,18,??????,??????,10??,???,????
??,????,??,????????,122076,???,???,??,2022-04-14,08,???,??????,10??,???,????
??,????,??,????????,122076,???,???,??,2022-12-12,08,???,??????,10??,???,????
??,????,??,????????,122076,???,???,??,2022-05-21,18,?????,???,65-69?,???,????
??,????,??,????????,122076,???,???,?????????,2022-03-11,19,???????????????????,??????,20??,???,????
??,????,??,????????,122076,???,???,?????????,2022-02-08,15,???????????????????,??????,40??,???,????
??,????,??,????????,122076,???,???,?????????,2022-09-19,11,???,???,70???,???,????
??,????,??,????????,122076,???,???,?????????,2021-12-28,21,???????????????????,??????,10??,???,????
??,????,??,????????,122076,???,???,?????????,2022-07-15,17,??????????,??????,10??,???,????
??,????,??,????????,122076,???,???,????????,2022-08-01,23,???,???,40??,???,????
??,????,??,????????,122076,???,???,????????,2022-10-27,22,??????????,??????,20??,???,????
??,????,??,????????,122076,???,???,????????,2022-12-08,16,???,??????,20??,???,????
??,????,??,????????,122076,???,???,????????,2022-12-23,20,???,???,50??,???,????
??,????,??,????????,122076,???,???,??,2022-01-02,00,???????????????????,??????,30??,???,????
??,????,??,????????,122076,???,???,??,2022-08-26,21,???????????????????,???,50??,???,????
??,????,??,????????,122076,???,???,??,2022-12-08,21,???,??????,20??,???,????
??,????,??,????,122076,???,???,???,2022-06-11,08,??????????,??????,30??,???,????
??,????,??,????,122076,???,???,???,2022-06-29,07,??????,??????,10??,???,????
??,????,??,????,122076,???,???,???,2022-09-01,08,??????,??????,20??,???,????
??,????,??,????,122076,???,???,???,2022-10-27,06,??????,??????,30??,???,????
??,????,??,????,122076,???,???,???,2022-10-27,07,??????,??????,10??,???,????
??,????,??,????,122076,???,???,???,2022-11-01,06,??????,??????,50??,???,????
??,????,??,????,122076,???,???,???,2022-11-08,07,??????,??????,30??,???,????
??,????,??,????,122076,???,???,???,2022-11-14,06,??????,??????,30??,???,????
??,????,??,????,122076,???,???,???,2022-12-08,16,??????,??????,10??,???,????
??,????,??,????,122076,???,???,???,2022-06-04,18,?????,??????,40??,???,????
??,????,??,????,122076,???,???,???,2022-05-18,05,?????,???,40??,???,????
??,????,??,????,122076,???,???,???,2022-10-09,21,?????,???,20??,???,????
??,????,??,????,122076,???,???,??????,2022-07-15,21,?????,???,40??,???,????
??,????,??,????,122076,???,???,??????,2022-12-02,23,???????????????????,???,20??,???,????
??,????,??,????,122076,???,???,?????,2018-08-04,18,???,???,40??,???,????
??,????,??,????,122076,???,???,?????,2022-01-27,18,???,???,50??,???,????
??,????,??,????,122076,???,???,?????,2022-02-22,16,??????,??????,10??,???,????
??,????,??,????,122076,???,???,?????,2022-03-19,14,??????,??????,10??,???,????
??,????,??,????,122076,???,???,?????,2022-04-07,21,???,??????,20??,???,????
??,????,??,????,122076,???,???,?????,2022-04-22,09,??????,??????,10??,???,????
??,????,??,????,122076,???,???,?????,2022-04-22,10,???,???,50??,???,????
??,????,??,????,122076,???,???,?????,2022-06-27,07,???,??????,20??,???,????
??,????,??,????,122076,???,???,?????,2022-06-29,08,??????,??????,10??,???,????
??,????,??,????,122076,???,???,?????,2022-07-03,16,??????????,???,10??,???,????
??,????,??,????,122076,???,???,?????,2022-07-28,07,??????,??????,50??,???,????
??,????,??,????,122076,???,???,?????,2022-07-29,07,??????,??????,30??,???,????
??,????,??,????,122076,???,???,?????,2022-08-10,07,??????,??????,20??,???,????
??,????,??,????,122076,???,???,?????,2022-08-26,20,???,??????,20??,???,????
??,????,??,????,122076,???,???,?????,2022-09-14,07,??????,??????,10??,???,????
??,????,??,????,122076,???,???,?????,2022-09-30,15,??????,??????,10??,???,????
??,????,??,????,122076,???,???,?????,2022-04-24,07,??????,??????,20??,???,????
??,????,??,????,122076,???,???,?????,2022-10-18,13,??????,??????,10??,???,????
??,????,??,????,122076,???,???,?????,2022-01-27,10,???,???,30??,???,????
??,????,??,????,122076,???,???,?????,2022-03-14,10,???????????????????,???,20??,???,????
??,????,??,????,122076,???,???,?????,2022-03-31,20,??????????,??????,20??,???,????
??,????,??,????,122076,???,???,?????,2022-04-20,15,??????,??????,10??,???,????
??,????,??,????,122076,???,???,?????,2022-04-28,19,??????,??????,10??,???,????
??,????,??,????,122076,???,???,?????,2022-09-06,19,??????,??????,10??,???,????
??,????,??,????,122076,???,???,?????,2022-10-23,08,??????,??????,20??,???,????
??,????,??,????,122076,???,???,?????,2022-11-03,20,??????,??????,50??,???,????
??,????,??,????,122076,???,???,?????,2022-11-08,16,??????,??????,10??,???,????
??,????,??,????,122076,???,???,?????,2022-11-28,07,??????,??????,10??,???,????
??,????,??,????,122076,???,???,?????,2022-11-04,20,??????????,??????,10??,???,????
??,????,??,????,122076,???,???,??????,2022-11-27,19,???,??????,50??,???,????
??,????,??,?????,122076,???,???,???,2021-12-30,12,???,???,20??,???,????
??,????,??,?????,122076,???,???,???,2022-01-14,20,??????,??????,10??,???,????
??,????,??,?????,122076,???,???,???,2022-02-07,19,???,???,20??,???,????
??,????,??,?????,122076,???,???,???,2022-05-17,14,??????,??????,20??,???,????
??,????,??,?????,122076,???,???,???,2022-06-12,21,???????????????????,??????,20??,???,????
??,????,??,?????,122076,???,???,???,2022-06-29,20,???????????????????,??????,20??,???,????
??,????,??,?????,122076,???,???,???,2022-07-10,18,???????????????????,???,20??,???,????
??,????,??,?????,122076,???,???,???,2022-08-06,12,??????,??????,20??,???,????
??,????,??,?????,122076,???,???,???,2022-08-15,08,??????,??????,20??,???,????
??,????,??,?????,122076,???,???,???,2022-08-20,19,??????????,??????,10??,???,????
??,????,??,?????,122076,???,???,???,2022-09-30,07,??????,??????,10??,???,????
??,????,??,?????,122076,???,???,???,2022-10-28,19,??????????,???,10??,???,????
??,????,??,?????,122076,???,???,???,2022-11-02,03,???,???,40??,???,????
??,????,??,?????,122076,???,???,??????,2022-02-05,18,?????,??????,40??,???,????
??,????,??,?????,122076,???,???,??,2022-05-21,17,???????????????????,???,10??,???,????
??,????,??,?????,122076,???,???,??,2022-09-06,11,???????????????????,??????,20??,???,????
??,????,??,?????,122076,???,???,??,2022-02-04,19,??????,??????,20??,???,????
??,????,??,?????,122076,???,???,???,2022-03-15,21,??????????,??????,10??,???,????
??,????,??,?????,122076,???,???,???,2022-08-05,20,??????,??????,20??,???,????
??,????,??,?????,122076,???,???,???,2022-11-26,06,???????????????????,??????,30??,???,????
??,????,??,?????,122076,???,???,??????,2022-04-16,17,?????,???,50??,???,????
??,????,??,?????,122076,???,???,??????,2022-01-18,06,???????????????????,??????,20??,???,????
??,????,??,?????,122076,???,???,?????,2022-05-08,17,??????????,??????,10??,???,????
??,????,??,?????,122076,???,???,?????,2022-07-15,22,???,??????,10??,???,????
??,????,??,?????,122076,???,???,??,2021-12-23,07,??????,??????,10??,???,????
??,????,??,?????,122076,???,???,??,2022-01-09,13,??????,??????,10??,???,????
??,????,??,?????,122076,???,???,??,2022-08-01,08,???????????????????,???,30??,???,????
??,????,??,?????,122076,???,???,??,2022-08-02,21,?????,???,10??,???,????
??,????,??,?????,122076,???,???,??,2022-08-12,18,??????????,??????,10??,???,????
??,????,??,?????,122076,???,???,??,2022-08-19,18,??????,??????,40??,???,????
??,????,??,?????,122076,???,???,??,2022-11-12,11,??????,??????,20??,???,????
??,????,??,?????,122076,???,???,??,2022-12-06,08,?????,???,20??,???,????
??,????,??,?????,122076,???,???,??,2022-12-09,17,?????,???,10??,???,????
??,????,??,?????,122076,???,???,???,2022-07-27,20,???????????????????,??????,20??,???,????
??,????,??,?????,122076,???,???,???,2022-07-28,22,???????????????????,??????,20??,???,????
??,????,??,?????,122076,???,???,???,2022-09-24,12,?????,???,30??,???,????
??,????,??,?????,122076,???,???,???,2022-05-06,17,?????,???,20??,???,????
??,????,??,?????,122076,???,???,???,2022-09-11,18,???,???,20??,???,????
??,????,??,?????,122076,???,???,???,2022-10-27,22,??????????,??????,20??,???,????
??,????,??,?????,122076,???,???,???,2022-11-05,12,???,???,50??,???,????
??,????,??,?????,122076,???,???,??,2022-03-25,21,??????????,??????,20??,???,????
??,????,??,?????,122076,???,???,??,2022-06-11,00,??????,??????,20??,???,????
??,????,??,?????,122076,???,???,??,2022-07-02,17,??????????,??????,40??,???,????
??,????,??,?????,122076,???,???,??,2022-07-04,09,??????,??????,20??,???,????
??,????,??,?????,122076,???,???,??,2022-07-22,23,??????,??????,20??,???,????
??,????,??,?????,122076,???,???,??,2022-07-31,18,???,??????,20??,???,????
??,????,??,?????,122076,???,???,??,2022-09-19,16,??????,??????,10??,???,????
??,????,??,?????,122076,???,???,??,2022-09-24,15,???????????????????,???,50??,???,????
??,????,??,?????,122076,???,???,??,2022-10-10,08,??????,??????,20??,???,????
??,????,??,?????,122076,???,???,??,2022-12-01,12,???,???,50??,???,????
??,????,??,?????,122076,???,???,??,2022-01-08,20,???,??????,20??,???,????
??,????,??,?????,122076,???,???,??,2022-02-21,11,??????,??????,20??,???,????
??,????,??,?????,122076,???,???,??,2022-03-03,14,??????,??????,30??,???,????
??,????,??,?????,122076,???,???,??,2022-03-15,08,???,??????,50??,???,????
??,????,??,?????,122076,???,???,??,2022-04-27,16,??????,??????,10??,???,????
??,????,??,?????,122076,???,???,??,2022-05-01,10,???,???,65-69?,???,????
??,????,??,?????,122076,???,???,??,2022-05-01,12,??????,??????,10??,???,????
??,????,??,?????,122076,???,???,??,2022-05-04,08,??????,??????,20??,???,????
??,????,??,?????,122076,???,???,??,2022-05-04,16,???,??????,70???,???,????
??,????,??,?????,122076,???,???,??,2022-09-02,06,??????,??????,20??,???,????
??,????,??,?????,122076,???,???,??,2022-09-23,08,??????,??????,20??,???,????
??,????,??,?????,122076,???,???,??,2022-10-05,08,???,???,10??,???,????
??,????,??,?????,122076,???,???,??,2022-10-14,17,???,???,40??,???,????
??,????,??,?????,122076,???,???,??,2022-11-26,16,??????,??????,50??,???,????
??,????,??,?????,122076,???,???,??,2022-12-09,10,???????????????????,???,65-69?,???,????
??,????,??,?????,122076,???,???,??,2022-12-10,12,??????,??????,10??,???,????
??,????,??,?????,122076,???,???,??,2022-12-10,15,??????,??????,10??,???,????
??,????,??,?????,122076,???,???,??????,2022-12-25,21,???????????????????,???,20??,???,????
??,????,??,?????,122076,???,???,??,2022-01-24,16,?????,???,60-64?,???,????
??,????,??,?????,122076,???,???,??,2022-04-20,10,??????,??????,20??,???,????
??,????,??,?????,122076,???,???,??,2022-05-23,13,??????????,??????,20??,???,????
??,????,??,?????,122076,???,???,??,2022-06-03,22,???????????????????,???,30??,???,????
??,????,??,?????,122076,???,???,??,2022-07-16,21,???????????????????,??????,20??,???,????
??,????,??,?????,122076,???,???,??,2022-12-01,20,??????,??????,20??,???,????
??,????,??,?????,122076,???,???,??????,2021-08-21,18,???,???,20??,???,????
??,????,??,?????,122076,???,???,??????,2022-01-01,18,???????????????????,??????,20??,???,????
??,????,??,?????,122076,???,???,??????,2022-01-24,07,??????,??????,10??,???,????
??,????,??,?????,122076,???,???,??????,2022-02-22,08,??????,??????,30??,???,????
??,????,??,?????,122076,???,???,??????,2022-02-22,19,???,??????,10??,???,????
??,????,??,?????,122076,???,???,??????,2022-05-09,11,??????,??????,20??,???,????
??,????,??,?????,122076,???,???,??????,2022-06-10,09,??????,??????,20??,???,????
??,????,??,?????,122076,???,???,??????,2022-06-11,14,??????,??????,10??,???,????
??,????,??,?????,122076,???,???,??????,2022-07-02,10,??????,??????,30??,???,????
??,????,??,?????,122076,???,???,??????,2022-07-19,23,???????????????????,???,20??,???,????
??,????,??,?????,122076,???,???,??????,2022-09-01,09,??????,??????,10??,???,????
??,????,??,?????,122076,???,???,??????,2022-12-19,20,??????,??????,30??,???,????
??,????,??,?????,122076,???,???,??????,2022-01-22,22,??????,??????,40??,???,????
??,????,??,?????,122076,???,???,??????,2022-03-14,15,??????,??????,30??,???,????
??,????,??,?????,122076,???,???,??????,2022-06-17,20,??????????,???,10??,???,????
??,????,??,?????,122076,???,???,??????,2022-07-25,13,???,???,10??,???,????
??,????,??,?????,122076,???,???,??????,2022-07-28,22,???,???,10??,???,????
??,????,??,?????,122076,???,???,??????,2022-08-22,14,??????,??????,10??,???,????
??,????,??,?????,122076,???,???,??????,2022-08-23,14,???,???,10??,???,????
??,????,??,?????,122076,???,???,??????,2022-10-10,15,???,???,40??,???,????
??,????,??,?????,122076,???,???,??????,2022-10-22,00,???,???,40??,???,????
??,????,??,?????,122076,???,???,??????,2022-11-01,01,???,???,20??,???,????
??,????,??,?????,122076,???,???,??????,2022-11-06,13,??????,??????,50??,???,????
??,????,??,?????,122076,???,???,??????,2022-11-21,06,???,???,20??,???,????
??,????,??,?????,122076,???,???,??????,2022-01-11,18,??????????,??????,10??,???,????
??,????,??,?????,122076,???,???,??????,2022-03-04,17,???????????????????,???,70???,???,????
??,????,??,?????,122076,???,???,??????,2022-03-06,11,??????????,??????,50??,???,????
??,????,??,?????,122076,???,???,??????,2022-04-20,13,???,??????,70???,???,????
??,????,??,?????,122076,???,???,??????,2022-05-14,13,???,??????,10??,???,????
??,????,??,?????,122076,???,???,??????,2022-05-19,09,???,??????,20??,???,????
??,????,??,?????,122076,???,???,??????,2022-05-22,09,???,??????,50??,???,????
??,????,??,?????,122076,???,???,??????,2022-07-13,18,??????????,??????,50??,???,????
??,????,??,?????,122076,???,???,??????,2022-07-17,18,???,??????,10??,???,????
??,????,??,?????,122076,???,???,??????,2022-09-10,10,???,??????,20??,???,????
??,????,??,?????,122076,???,???,??????,2022-09-10,20,???,??????,40??,???,????
??,????,??,?????,122076,???,???,??????,2022-09-16,16,???,??????,10??,???,????
??,????,??,?????,122076,???,???,??????,2022-09-20,12,??????????,??????,70???,???,????
??,????,??,?????,122076,???,???,??????,2022-09-25,21,???????????????????,??????,30??,???,????
??,????,??,?????,122076,???,???,??????,2022-11-07,18,???,??????,10??,???,????
??,????,??,?????,122076,???,???,??????,2022-01-11,19,??????????,??????,30??,???,????
??,????,??,?????,122076,???,???,??????,2022-06-15,16,??????,??????,50??,???,????
??,????,??,?????,122076,???,???,??????,2022-08-15,16,??????,??????,10??,???,????
??,????,??,?????,122076,???,???,??????,2022-01-15,18,??????????,??????,40??,???,????
??,????,??,?????,122076,???,???,??????,??,??,???????????????????,??????,20??,???,????
??,????,??,?????,122076,???,???,??????,2022-02-11,12,?????,??????,60-64?,???,????
??,????,??,?????,122076,???,???,??????,2022-05-12,17,?????,???,40??,???,????
??,????,??,?????,122076,???,???,??????,2022-10-26,21,???,???,20??,???,????
??,????,??,?????,122076,???,???,??????,2022-01-18,22,?????,??????,30??,???,????
??,????,??,?????,122076,???,???,??????,2022-02-19,13,???????????????????,??????,20??,???,????
??,????,??,?????,122076,???,???,??????,2022-05-06,01,?????,??????,40??,???,????
??,????,??,?????,122076,???,???,??????,2022-06-21,16,??????????,??????,30??,???,????
??,????,??,?????,122076,???,???,??????,2022-08-04,18,???????????????????,??????,20??,???,????
??,????,??,?????,122076,???,???,??????,2021-12-25,14,???????????????????,???,20??,???,????
??,????,??,?????,122076,???,???,??????,2022-03-24,12,???????????????????,??????,40??,???,????
??,????,??,?????,122076,???,???,??????,2022-10-27,15,???????????????????,??????,30??,???,????
??,????,??,?????,122076,???,???,??????,2022-12-21,22,???????????????????,??????,30??,???,????
??,????,??,?????,122076,???,???,????,2022-11-12,20,??????????,??????,10??,???,????
??,????,??,?????,122076,???,???,???????,2021-12-30,09,???,???,30??,???,????
??,????,??,?????,122076,???,???,???????,2022-08-15,06,???,??????,40??,???,????
??,????,??,?????,122076,???,???,???????,2022-08-31,15,??????????,???,50??,???,????
??,????,??,?????,122076,???,???,???????,2022-09-16,18,??????????,??????,10???,???,????
??,????,??,?????,122076,???,???,???????,2022-09-28,16,??????????,??????,10??,???,????
??,????,??,?????,122076,???,???,???????,2022-09-30,18,??????????,???,10??,???,????
??,????,??,?????,122076,???,???,?????,2022-08-10,16,??????,??????,65-69?,???,????
??,????,??,?????,122076,???,???,??,2022-11-03,15,???,??????,20??,???,????
??,????,??,?????,122076,???,???,?????,2022-07-28,18,??????,??????,10??,???,????
??,????,??,?????,122076,???,???,?????,2022-11-08,07,??????,??????,50??,???,????
??,????,??,?????,122076,???,???,????,2022-04-01,12,??????????,??????,10??,???,????
??,????,??,?????,122076,???,???,????,2022-10-18,21,?????,???,10??,???,????
??,????,??,?????,122076,???,???,????,2022-11-10,16,??????????,??????,60-64?,???,????
??,????,??,?????,122076,???,???,??????,2022-07-15,20,??????????,??????,20??,???,????
??,????,??,?????,122076,???,???,??????,2022-06-20,13,???????????????????,??????,20??,???,????
??,????,??,?????,122076,???,???,??????,2022-07-03,13,???,??????,10??,???,????
??,????,??,?????,122076,???,???,??????,2022-12-10,11,???,???,10??,???,????
??,????,??,?????,122076,???,???,??????,2021-12-24,12,??????,??????,10??,???,????
??,????,??,?????,122076,???,???,??????,2022-01-25,16,???,??????,10??,???,????
??,????,??,?????,122076,???,???,??????,2022-03-10,08,???,??????,20??,???,????
??,????,??,?????,122076,???,???,??????,2022-04-04,06,??????,??????,30??,???,????
??,????,??,?????,122076,???,???,??????,2022-04-07,14,???,??????,20??,???,????
??,????,??,?????,122076,???,???,??????,2022-04-16,17,???,??????,30??,???,????
??,????,??,?????,122076,???,???,??????,2022-04-16,17,???,??????,40??,???,????
??,????,??,?????,122076,???,???,??????,2022-05-27,19,??????,??????,20??,???,????
??,????,??,?????,122076,???,???,??????,2022-06-29,10,??????,??????,20??,???,????
??,????,??,?????,122076,???,???,??????,2022-08-01,05,???,??????,20??,???,????
??,????,??,?????,122076,???,???,??????,2022-10-08,18,??????,??????,10??,???,????
??,????,??,?????,122076,???,???,??????,2022-11-18,08,??????,??????,10??,???,????
??,????,??,?????,122076,???,???,??????,2022-12-18,21,??????,??????,10??,???,????
??,????,??,?????,122076,???,???,??????,2021-12-06,10,??????????,??????,40??,???,????
??,????,??,?????,122076,???,???,??????,2022-08-08,11,???,??????,50??,???,????
??,????,??,?????,122076,???,???,??????,2022-10-22,17,??????????,??????,10??,???,????
??,????,??,?????,122076,???,???,??????,2022-02-03,10,???????????????????,??????,40??,???,????
??,????,??,??????,122076,???,???,??,2022-01-20,09,??????????,??????,20??,???,????
??,????,??,??????,122076,???,???,???,2022-07-02,22,???????????????????,??????,30??,???,????
??,????,??,??????,122076,???,???,??????,2022-11-06,18,???????????????????,??????,30??,???,????
??,????,??,??????,122076,???,???,??????,2022-05-04,13,???,???,40??,???,????
??,????,??,??????,122076,???,???,??,2022-03-06,20,?????,??????,40??,???,????
??,????,??,??????,122076,???,???,??,2022-09-25,00,???????????????????,??????,30??,???,????
??,????,??,??????,122076,???,???,??,2022-11-20,09,???????????????????,???,20??,???,????
??,????,??,??????,122076,???,???,??,2022-12-12,23,?????,???,30??,???,????
??,????,??,??????,122076,???,???,??????,2022-03-05,15,??????????,??????,40??,???,????
??,????,??,??????,122076,???,???,??,2022-01-21,08,???,???,40??,???,????
??,????,??,??????,122076,???,???,??,2022-02-23,17,??????????,??????,60-64?,???,????
??,????,??,??????,122076,???,???,??,2022-04-13,11,??????????,??????,40??,???,????
??,????,??,??????,122076,???,???,??,2022-04-24,08,???,??????,20??,???,????
??,????,??,??????,122076,???,???,??,2022-06-23,17,??????,??????,20??,???,????
??,????,??,??????,122076,???,???,??,2022-07-10,10,??????,??????,10??,???,????
??,????,??,??????,122076,???,???,??,2022-08-06,22,??????????,??????,20??,???,????
??,????,??,??????,122076,???,???,??,2022-08-13,17,??????,??????,20??,???,????
??,????,??,??????,122076,???,???,??,2022-09-21,10,???,??????,50??,???,????
??,????,??,??????,122076,???,???,??,2022-09-27,17,???,??????,10??,???,????
??,????,??,??????,122076,???,???,??,2022-09-30,19,???,??????,20??,???,????
??,????,??,??????,122076,???,???,??,2022-10-15,12,???,??????,65-69?,???,????
??,????,??,??????,122076,???,???,??,2022-11-22,07,???,??????,20??,???,????
??,????,??,??????,122076,???,???,???,2022-09-03,19,???????????????????,???,30??,???,????
